SN,Author,Abstract,Model,Model_detail,Purpose,Specialty,Use,n,Age,Female,AUC,Accuracy,Recall,Specificity,Precision,Sensitivity,PPV,NPV,F1-Score,Validation,Interpretable,Bias,Applicable,Country,Setting,n_normalized,Age_normalized,CV_Clean,Study Design,DOI,Paywall
88,"Reismann, 2019: with USG","Acute appendicitis is one of the major causes for emergency surgery in childhood and adolescence. Appendectomy is still the therapy of choice, but conservative strategies are increasingly being studied for uncomplicated inflammation. Diagnosis of acute appendicitis remains challenging, especially due to the frequently unspecific clinical picture. Inflammatory blood markers and imaging methods like ultrasound are limited as they have to be interpreted by experts and still do not offer sufficient diagnostic certainty. This study presents a method for automatic diagnosis of appendicitis as well as the differentiation between complicated and uncomplicated inflammation using values/parameters which are routinely and unbiasedly obtained for each patient with suspected appendicitis. We analyzed full blood counts, c-reactive protein (CRP) and appendiceal diameters in ultrasound investigations corresponding to children and adolescents aged 0-17 years from a hospital based population in Berlin, Germany. A total of 590 patients (473 patients with appendicitis in histopathology and 117 with negative histopathological findings) were analyzed retrospectively with modern algorithms from machine learning (ML) and artificial intelligence (AI). The discovery of informative parameters (biomarker signatures) and training of the classification model were done with a maximum of 35% of the patients. The remaining minimum 65% of patients were used for validation. At clinical relevant cut-off points the accuracy of the biomarker signature for diagnosis of appendicitis was 90% (93% sensitivity, 67% specificity), while the accuracy to correctly identify complicated inflammation was 51% (95% sensitivity, 33% specificity) on validation data. Such a test would be capable to prevent two out of three patients without appendicitis from useless surgery as well as one out of three patients with uncomplicated appendicitis. The presented method has the potential to change today's therapeutic approach for appendicitis and demonstrates the capability of algorithms from AI and ML to significantly improve diagnostics even based on routine diagnostic parameters.",Regression,Logistic Regression,Diagnosis,General Surgery,Appendicitis,590,12.49766667,0.1913,0.91,0.9,0.93,0.67,0.90804,0.93,0.60827,0.97436,0.91696,Internal,No,High,Yes,Germany,Hospital,-0.201715997,0.954180992,0,Retrospective review,https://dx.doi.org/10.1371/journal.pone.0222030,
88,"Reismann, 2019: Blood","Acute appendicitis is one of the major causes for emergency surgery in childhood and adolescence. Appendectomy is still the therapy of choice, but conservative strategies are increasingly being studied for uncomplicated inflammation. Diagnosis of acute appendicitis remains challenging, especially due to the frequently unspecific clinical picture. Inflammatory blood markers and imaging methods like ultrasound are limited as they have to be interpreted by experts and still do not offer sufficient diagnostic certainty. This study presents a method for automatic diagnosis of appendicitis as well as the differentiation between complicated and uncomplicated inflammation using values/parameters which are routinely and unbiasedly obtained for each patient with suspected appendicitis. We analyzed full blood counts, c-reactive protein (CRP) and appendiceal diameters in ultrasound investigations corresponding to children and adolescents aged 0-17 years from a hospital based population in Berlin, Germany. A total of 590 patients (473 patients with appendicitis in histopathology and 117 with negative histopathological findings) were analyzed retrospectively with modern algorithms from machine learning (ML) and artificial intelligence (AI). The discovery of informative parameters (biomarker signatures) and training of the classification model were done with a maximum of 35% of the patients. The remaining minimum 65% of patients were used for validation. At clinical relevant cut-off points the accuracy of the biomarker signature for diagnosis of appendicitis was 90% (93% sensitivity, 67% specificity), while the accuracy to correctly identify complicated inflammation was 51% (95% sensitivity, 33% specificity) on validation data. Such a test would be capable to prevent two out of three patients without appendicitis from useless surgery as well as one out of three patients with uncomplicated appendicitis. The presented method has the potential to change today's therapeutic approach for appendicitis and demonstrates the capability of algorithms from AI and ML to significantly improve diagnostics even based on routine diagnostic parameters.",Regression,Logistic Regression,Diagnosis,General Surgery,Appendicitis,590,13.613,0.1873,0.8,0.9,0.93,0.67,0.90842,0.93,0.60827,0.97436,0.91696,Internal,No,High,Yes,Germany,Hospital,-0.201715997,1.123679837,0,Retrospective review,https://dx.doi.org/10.1371/journal.pone.0222030,
89,"Miller, 2019","BACKGROUND: Optimizing transplant candidates' priority for donor organs depends on the accurate assessment of post-transplant outcomes. Due to the complexity of transplantation and the wide range of possible serious complications, recipient outcomes are difficult to predict accurately using conventional multivariable regression. Therefore, we evaluated the utility of 3 ML algorithms for predicting mortality after pediatric HTx. METHODS: We identified patients <18 years of age receiving HTx in 2006-2015 in the UNOS Registry database. Mortality within 1, 3, or 5 years was predicted using classification and regression trees, RFs, and ANN. Each model was trained using cross-validation, then validated in a separate testing set. Model performance was primarily evaluated by the area under the receiver operating characteristic (AUC) curve. RESULTS: The training set included 2802 patients, whereas 700 were included in the testing set. RF achieved the best fit to the training data with AUCs of 0.74, 0.68, and 0.64 for 1-, 3-, and 5-year mortality, respectively, and performed best in the testing data, with AUCs of 0.72, 0.61, and 0.60, respectively. Nevertheless, sensitivity was poor across models (training: 0.22-0.58; testing: 0.07-0.49). DISCUSSION: ML algorithms demonstrated fair predictive utility in both training and testing data, but the sensitivity of these algorithms was generally poor. With the registry missing data on many determinants of long-term survival, the ability of ML methods to predict mortality after pediatric HTx may be fundamentally limited.",Ensemble learner,Random Forest,Survival/Mortality prediction,Cardiac Surgery,1-year mortality after heart transplant,3180,7.56,0.391939672,0.72,0.6855,0.07,0.98,0.58,0.07,0.6727,0.81259,0.5272,Internal,Yes,High,Yes,USA,Registry,-0.123338051,0.203796534,0,Registry,https://dx.doi.org/10.1111/petr.13360,Paywall
90,"Liu, 2019","BACKGROUND: Last-minute surgery cancellation represents a major wastage of resources and can cause significant inconvenience to patients. Our objectives in this study were: 1) To develop predictive models of last-minute surgery cancellation, utilizing machine learning technologies, from patient-specific and contextual data from two distinct pediatric surgical sites of a single institution; and 2) to identify specific key predictors that impact children's risk of day-of-surgery cancellation. METHODS AND FINDINGS: We extracted five-year datasets (2012-2017) from the Electronic Health Record at Cincinnati Children's Hospital Medical Center. By leveraging patient-specific information and contextual data, machine learning classifiers were developed to predict all patient-related cancellations and the most frequent four cancellation causes individually (patient illness, ""no show,"" NPO violation and refusal to undergo surgery by either patient or family). Model performance was evaluated by the area under the receiver operating characteristic curve (AUC) using ten-fold cross-validation. The best performance for predicting all-cause surgery cancellation was generated by gradient-boosted logistic regression models, with AUC 0.781 (95% CI: [0.764,0.797]) and 0.740 (95% CI: [0.726,0.771]) for the two campuses. Of the four most frequent individual causes of cancellation, ""no show"" and NPO violation were predicted better than patient illness or patient/family refusal. Models showed good cross-campus generalizability (AUC: 0.725/0.735, when training on one site and testing on the other). To synthesize a human-oriented conceptualization of pediatric surgery cancellation, an iterative step-forward approach was applied to identify key predictors which may inform the design of future preventive interventions. CONCLUSIONS: Our study demonstrated the capacity of machine learning models for predicting pediatric patients at risk of last-minute surgery cancellation and providing useful insight into root causes of cancellation. The approach offers the promise of targeted interventions to significantly decrease both healthcare costs and also families' negative experiences.",Ensemble learner,Gradient-boosted Logistic Regression,Decision Support,Surgical Systems,Surgery cancellation,125693,2.170487179,0.419952122,0.793,0.93915,0.7823,0.8289,0.82794,0.7818,0.6471,0.887,0.85617,Cross-validation,No,Low,Yes,USA,Hospital,3.584120376,-0.615255647,0,Retrospective review,https://dx.doi.org/10.1016/j.ijmedinf.2019.06.007,
91,"Klimont, 2019","Hydrocephalus is a common neurological condition that can have traumatic ramifications and can be lethal without treatment. Nowadays, during therapy radiologists have to spend a vast amount of time assessing the volume of cerebrospinal fluid (CSF) by manual segmentation on Computed Tomography (CT) images. Further, some of the segmentations are prone to radiologist bias and high intraobserver variability. To improve this, researchers are exploring methods to automate the process, which would enable faster and more unbiased results. In this study, we propose the application of U-Net convolutional neural network in order to automatically segment CT brain scans for location of CSF. U-Net is a neural network that has proven to be successful for various interdisciplinary segmentation tasks. We optimised training using state of the art methods, including ""1cycle"" learning rate policy, transfer learning, generalized dice loss function, mixed float precision, self-attention, and data augmentation. Even though the study was performed using a limited amount of data (80 CT images), our experiment has shown near human-level performance. We managed to achieve a 0.917 mean dice score with 0.0352 standard deviation on cross validation across the training data and a 0.9506 mean dice score on a separate test set. To our knowledge, these results are better than any known method for CSF segmentation in hydrocephalic patients, and thus, it is promising for potential practical applications. Copyright © 2019 Michal Klimont et al.",Neural network,UNet,Diagnosis,Neurosurgery,CSF segmentation,63,18.546,0.46,,0.997,0.9566,0.723,0.9463,0.94788,0.6239,0.97096,0.9514,Cross-validation,No,Low,Yes,Poland,Hospital,-0.217663942,1.873355094,Radiology,Retrospective review,https://dx.doi.org/10.1155/2019/3059170,
92,"Al, 2019","Background. Applying Artificial Intelligence techniques to healthcare data are gaining momentum. Early identification of patients at risk of surgical site infections is a major clinical goal. Our objective for this study was to determine whether deep learning AI techniques could identify patients at risk of intra-abdominal abscess de-velopment post-appendectomy using clinical data for pediatric patients undergoing appendectomy. Methods. A dataset of 1,574 patients classified by surgeons as negative (1,328) or positive (246) for Intra-Abdominal Abscess Post-Appendectomy for Appendicitis were selected from a database containing 6,127 patients less than 19 years-old who had appendectomy at our institution between 2009-2018. Demographic, clinical, and surgical information were extracted. 34 Independent variables were identified to be useful for the study. Using Random Forest methodology 12 variables with the highest influ-ence on the outcome were selected for the final dataset. Data imputation (MICE algo-rithm) was used to replace missing data points. Two ""Reproducible"" Artificial Neural Networks with different architectures were developed to predict the risk of developing Intra-Abdominal Abscess Post- Appendectomy: Model (1) 12 Inputs, 3 hidden layers with 12 Neurons each, and 1 Output. Model (2) 12 Inputs, 2 hidden layers with 18 Results. For the 1,574 patients (80%-20% used as training and test sets), Model (1) achieved Accuracy of 89.84%, Sensitivity of ~ 70%, and Specificity of 93.61% on the test set while Model (2) achieved Accuracy of 84.13%, Sensitivity of 81.63%, and Specificity of 84.6%. The difference between the models is that in Model (2) we over sampled the minority class (using SMOTE algorithm) to balance both classes which helped the model to learn both classes without bias and improved sensitivity over Model (1). Conclusion. Deep learning algorithms applied to enough clinical variables can identify patients with high probability for the risk of developing intra-abdomi -nal abscess post-appendectomy. While further test sets are necessary to validate the models, Artificial Neural Networks can be an important addition to current post-surgical care guidelines to personalize and optimize care to reduce infections following appendectomy. (Figure Presented).",Neural network,NN,Adverse Event Prediction,General Surgery,Intra-abdominal abscess after appendectomy,1574,0.563982648,0.5064,0.9323,0.8984,0.7,0.9361,0.75807,0.7,0.7544,0.8607,0.75412,Internal,Yes,Unclear,Yes,USA,Multicenter,-0.17193843,-0.859398501,0,Registry,https://doi.org/10.1097/AS9.0000000000000168,SMOTE
93,"Akbilgic, 2019","Text fields in electronic medical records (EMR) contain information on important factors that influence health outcomes, however, they are underutilized in clinical decision making due to their unstructured nature. We analyzed 6497 inpatient surgical cases with 719,308 free text notes from Le Bonheur Children’s Hospital EMR. We used a text mining approach on preoperative notes to obtain a text-based risk score to predict death within 30 days of surgery. In addition, we evaluated the performance of a hybrid model that included the text-based risk score along with structured data pertaining to clinical risk factors. The C-statistic of a logistic regression model with five-fold cross-validation significantly improved from 0.76 to 0.92 when text-based risk scores were included in addition to structured data. We conclude that preoperative free text notes in EMR include significant information that can predict adverse surgery outcomes.",Neural network,latent semantic indexing (NLP),Survival/Mortality prediction,General Surgery,30-day mortality after general pediatric surgery,6497,0.584361187,0.47,0.83,0.94063,0.80002,0.87488,0.75618,0.803,0.6694,0.8891,0.80178,Cross-validation,No,High,Unclear,USA,NSQIP,-0.022959809,-0.856301544,0,Registry,https://doi.org/10.3390/informatics6010004,
94,"Samad, 2018: Any deterioration","Aims: Previous studies using regression analyses have failed to identify which patients with repaired tetralogy of Fallot (rTOF) are at risk for deterioration in ventricular size and function despite using common clinical and cardiac function parameters as well as cardiac mechanics (strain and dyssynchrony). This study used a machine learning pipeline to comprehensively investigate the predictive value of the baseline variables derived from cardiac magnetic resonance (CMR) imaging and provide models for identifying patients at risk for deterioration. Methods and results: Longitudinal deterioration for 153 patients with rTOF was categorized as 'none', 'minor', or 'major' based on changes in ventricular size and ejection fraction between two CMR scans at least 6 months apart (median 2.7 years). Baseline variables were measured at the time of the first CMR. An exhaustive variable search with a support vector machine classifier and five-fold cross-validation was used to predict deterioration and identify the most useful variables. For predicting any deterioration (minor or major) vs. no deterioration, the mean area under the curve (AUC) was 0.82 +/- 0.06. For predicting major deterioration vs. minor or no deterioration, the AUC was 0.77 +/- 0.07. Baseline left ventricular (LV) ejection fraction, LV circumferential strain, and pulmonary regurgitation were most useful for achieving accurate predictions. Conclusion: For the prediction of deterioration in patients with rTOF, a machine learning pipeline uncovered the utility of baseline variables that was previously lost to regression analyses. The predictive models may be useful for planning early interventions in patients with high risk.",SVM,SVM,Adverse Event Prediction,Cardiac Surgery,Any ventricular deterioration after TOF repair,153,23,0.503267974,0.82,0.90273,0.7964,0.79296,0.55408,0.809,0.4838,0.95109,0.6534,Cross-validation,Yes,High,Yes,USA,Hospital,-0.214940384,2.550236018,0,Retrospective review,https://dx.doi.org/10.1093/ehjci/jey003,
94,"Samad, 2018: Major deterioration","Aims: Previous studies using regression analyses have failed to identify which patients with repaired tetralogy of Fallot (rTOF) are at risk for deterioration in ventricular size and function despite using common clinical and cardiac function parameters as well as cardiac mechanics (strain and dyssynchrony). This study used a machine learning pipeline to comprehensively investigate the predictive value of the baseline variables derived from cardiac magnetic resonance (CMR) imaging and provide models for identifying patients at risk for deterioration. Methods and results: Longitudinal deterioration for 153 patients with rTOF was categorized as 'none', 'minor', or 'major' based on changes in ventricular size and ejection fraction between two CMR scans at least 6 months apart (median 2.7 years). Baseline variables were measured at the time of the first CMR. An exhaustive variable search with a support vector machine classifier and five-fold cross-validation was used to predict deterioration and identify the most useful variables. For predicting any deterioration (minor or major) vs. no deterioration, the mean area under the curve (AUC) was 0.82 +/- 0.06. For predicting major deterioration vs. minor or no deterioration, the AUC was 0.77 +/- 0.07. Baseline left ventricular (LV) ejection fraction, LV circumferential strain, and pulmonary regurgitation were most useful for achieving accurate predictions. Conclusion: For the prediction of deterioration in patients with rTOF, a machine learning pipeline uncovered the utility of baseline variables that was previously lost to regression analyses. The predictive models may be useful for planning early interventions in patients with high risk.",SVM,SVM,Adverse Event Prediction,Cardiac Surgery,Major ventricular deterioration after TOF repair,153,23,0.503267974,0.87,0.88134,0.7964,0.79296,0.55408,0.809,0.4838,0.95109,0.6534,Cross-validation,Yes,High,Yes,USA,Hospital,-0.214940384,2.550236018,0,Retrospective review,https://dx.doi.org/10.1093/ehjci/jey003,
95,"Irles, 2018",Intestinal perforation (IP) associated with necrotizing enterocolitis (NEC) is one of the leading causes of mortality in premature neonates; with major nutritional and neurodevelopmental sequelae. Since predicting which neonates will develop perforation is still challenging; clinicians might benefit considerably with an early diagnosis tool and the identification of critical factors. The aim of this study was to forecast IP related to NEC and to investigate the predictive quality of variables; based on a machine learning-based technique. The Back-propagation neural network was used to train and test the models with a dataset constructed from medical records of the NICU; with birth and hospitalization maternal and neonatal clinical; feeding and laboratory parameters; as input variables. The outcome of the models was diagnosis: (1) IP associated with NEC; (2) NEC or (3) control (neither IP nor NEC). Models accurately estimated IP with good performances; the regression coefficients between the experimental and predicted data were R2 > 0.97. Critical variables for IP prediction were identified: neonatal platelets and neutrophils; orotracheal intubation; birth weight; sex; arterial blood gas parameters (pCO2 and HCO3); gestational age; use of fortifier; patent ductus arteriosus; maternal age and maternal morbidity. These models may allow quality improvement in medical practice.,Neural network,NN,Adverse Event Prediction,General Surgery,NEC and SIP,76,6.617416667,0.5,0.8658,0.79166,0.83006,0.77506,0.60757,0.8524,0.9007,0.8014,0.6638,Internal,Yes,Unclear,Yes,Mexico,Hospital,-0.217270539,0.06055076,0,Retrospective review,https://dx.doi.org/10.3390/ijerph15112509,
96,"Cooper, 2018","BACKGROUND: The variable risks associated with neonatal surgery present a challenge to accurate mortality prediction. We aimed to apply superlearning, an ensemble machine learning method, to the prediction of 30-day neonatal postoperative mortality. MATERIALS AND METHODS: We included neonates in the 2012-2014 National Surgical Quality Improvement Program Pediatric. Patients treated in 2012-13 were used in model development (n = 6499), and patients treated in 2014 formed the validation sample (n = 3552). Our superlearner algorithm included 14 regression and machine learning algorithms and included all preoperative patient demographic and clinical characteristics, including indicator variables for surgical procedures. Performance was evaluated using mean squared error and measures of discrimination and calibration. RESULTS: The superlearner out-performed all individual algorithms with regard to cross-validated mean squared error. It showed excellent discrimination, with an area under the receiver-operating characteristic curve of 0.91 in development and 0.87 in validation. The superlearner showed good calibration in development but not in validation (Cox calibration test P = 0.06 and P < 0.001, respectively). Performance was improved when the superlearner was fit using only variables strongly associated with mortality in bivariate analysis (area under the receiver-operating characteristic curve 0.89, calibration test P = 0.63 in validation). CONCLUSIONS: Superlearning provided improved or equivalent performance compared with individual regression and machine learning algorithms for predicting neonatal surgical mortality. This method should be considered for prediction in large data sets whenever complex mechanisms make parametric modeling assumptions unrealistic.",Ensemble learner,14 regression and machine learning algorithms,Survival/Mortality prediction,General Surgery,Postoperative neonatal 30-day mortality,6499,0.881643836,0.4453,0.87,0.93151,0.7799,0.81956,0.85824,0.7767,0.6689,0.8934,0.87469,Internal,No,High,Yes,USA,NSQIP,-0.022899285,-0.811123064,0,Registry,https://dx.doi.org/10.1016/j.jss.2017.09.002,Paywall
97,"Cherukuri, 2018","OBJECTIVE: Hydrocephalus is a medical condition in which there is an abnormal accumulation of cerebrospinal fluid (CSF) in the brain. Segmentation of brain imagery into brain tissue and CSF [before and after surgery, i.e., preoperative (pre-op) versus postoperative (post-op)] plays a crucial role in evaluating surgical treatment. Segmentation of pre-op images is often a relatively straightforward problem and has been well researched. However, segmenting post-op computational tomographic (CT) scans becomes more challenging due to distorted anatomy and subdural hematoma collections pressing on the brain. Most intensity- and feature-based segmentation methods fail to separate subdurals from brain and CSF as subdural geometry varies greatly across different patients and their intensity varies with time. We combat this problem by a learning approach that treats segmentation as supervised classification at the pixel level, i.e., a training set of CT scans with labeled pixel identities is employed. METHODS: Our contributions include: 1) a dictionary learning framework that learns class (segment) specific dictionaries that can efficiently represent test samples from the same class while poorly represent corresponding samples from other classes; 2) quantification of associated computation and memory footprint; and 3) a customized training and test procedure for segmenting post-op hydrocephalic CT images. RESULTS: Experiments performed on infant CT brain images acquired from the CURE Children's Hospital of Uganda reveal the success of our method against the state-of-the-art alternatives. We also demonstrate that the proposed algorithm is computationally less burdensome and exhibits a graceful degradation against a number of training samples, enhancing its deployment potential.",Neural network,NN,Decision Support,Neurosurgery,CSF segmentation,32,21.788,0.521523554,,0.8871,0.79834,0.6582,0.5611,0.8056,0.4918,0.94769,0.6742,Cross-validation,No,Low,Yes,Uganda,Hospital,-0.218602057,2.366046597,0,Retrospective review,https://dx.doi.org/10.1109/TBME.2017.2783305,Paywall
98,"Bartz, 2018: Random forest","BACKGROUND: Machine-learning can elucidate complex relationships/provide insight to important variables for large datasets. This study aimed to develop an accurate model to predict neonatal surgical site infections (SSI) using different statistical methods. METHODS: The 2012-2015 National Surgical Quality Improvement Program-Pediatric for neonates was utilized for development and validations models. The primary outcome was any SSI. Models included different algorithms: full multiple logistic regression (LR), a priori clinical LR, random forest classification (RFC), and a hybrid model (combination of clinical knowledge and significant variables from RF) to maximize predictive power. RESULTS: 16,842 patients (median age 18 days, IQR 3-58) were included. 542 SSIs (4%) were identified. Agreement was observed for multiple covariates among significant variables between models. Area under the curve for each model was similar (full model 0.65, clinical model 0.67, RF 0.68, hybrid LR 0.67); however, the hybrid model utilized the fewest variables (18). CONCLUSIONS: The hybrid model had similar predictability as other models with fewer and more clinically relevant variables. Machine-learning algorithms can identify important novel characteristics, which enhance clinical prediction models.",Ensemble learner,Random Forest,Adverse Event Prediction,General Surgery,Surgical site infection,16842,0.049315068,0.471843464,0.681,0.9599,0.7811,0.83852,0.61611,0.7868,0.6809,0.8684,0.7082,Internal,No,High,Yes,USA,NSQIP,0.29009805,-0.937613289,0,Retrospective review,https://dx.doi.org/10.1016/j.amjsurg.2018.07.041,Paywall
98,"Bartz, 2018: Regression","BACKGROUND: Machine-learning can elucidate complex relationships/provide insight to important variables for large datasets. This study aimed to develop an accurate model to predict neonatal surgical site infections (SSI) using different statistical methods. METHODS: The 2012-2015 National Surgical Quality Improvement Program-Pediatric for neonates was utilized for development and validations models. The primary outcome was any SSI. Models included different algorithms: full multiple logistic regression (LR), a priori clinical LR, random forest classification (RFC), and a hybrid model (combination of clinical knowledge and significant variables from RF) to maximize predictive power. RESULTS: 16,842 patients (median age 18 days, IQR 3-58) were included. 542 SSIs (4%) were identified. Agreement was observed for multiple covariates among significant variables between models. Area under the curve for each model was similar (full model 0.65, clinical model 0.67, RF 0.68, hybrid LR 0.67); however, the hybrid model utilized the fewest variables (18). CONCLUSIONS: The hybrid model had similar predictability as other models with fewer and more clinically relevant variables. Machine-learning algorithms can identify important novel characteristics, which enhance clinical prediction models.",Ensemble learner,Random Forest,Adverse Event Prediction,General Surgery,Surgical site infection,16842,0.049315068,0.471843464,0.649,0.9588,0.7811,0.83852,0.61611,0.7868,0.6899,0.8684,0.7082,Internal,No,High,Yes,USA,NSQIP,0.29009805,-0.937613289,0,Retrospective review,https://dx.doi.org/10.1016/j.amjsurg.2018.07.041,Paywall
98,"Bartz, 2018: Clinical model","BACKGROUND: Machine-learning can elucidate complex relationships/provide insight to important variables for large datasets. This study aimed to develop an accurate model to predict neonatal surgical site infections (SSI) using different statistical methods. METHODS: The 2012-2015 National Surgical Quality Improvement Program-Pediatric for neonates was utilized for development and validations models. The primary outcome was any SSI. Models included different algorithms: full multiple logistic regression (LR), a priori clinical LR, random forest classification (RFC), and a hybrid model (combination of clinical knowledge and significant variables from RF) to maximize predictive power. RESULTS: 16,842 patients (median age 18 days, IQR 3-58) were included. 542 SSIs (4%) were identified. Agreement was observed for multiple covariates among significant variables between models. Area under the curve for each model was similar (full model 0.65, clinical model 0.67, RF 0.68, hybrid LR 0.67); however, the hybrid model utilized the fewest variables (18). CONCLUSIONS: The hybrid model had similar predictability as other models with fewer and more clinically relevant variables. Machine-learning algorithms can identify important novel characteristics, which enhance clinical prediction models.",Ensemble learner,Random Forest,Adverse Event Prediction,General Surgery,Surgical site infection,16842,0.049315068,0.471843464,0.671,0.9594,0.7811,0.83852,0.61611,0.7868,0.6809,0.8684,0.7082,Internal,No,High,Yes,USA,NSQIP,0.29009805,-0.937613289,0,Retrospective review,https://dx.doi.org/10.1016/j.amjsurg.2018.07.041,Paywall
98,"Bartz, 2018: Hybrid model","BACKGROUND: Machine-learning can elucidate complex relationships/provide insight to important variables for large datasets. This study aimed to develop an accurate model to predict neonatal surgical site infections (SSI) using different statistical methods. METHODS: The 2012-2015 National Surgical Quality Improvement Program-Pediatric for neonates was utilized for development and validations models. The primary outcome was any SSI. Models included different algorithms: full multiple logistic regression (LR), a priori clinical LR, random forest classification (RFC), and a hybrid model (combination of clinical knowledge and significant variables from RF) to maximize predictive power. RESULTS: 16,842 patients (median age 18 days, IQR 3-58) were included. 542 SSIs (4%) were identified. Agreement was observed for multiple covariates among significant variables between models. Area under the curve for each model was similar (full model 0.65, clinical model 0.67, RF 0.68, hybrid LR 0.67); however, the hybrid model utilized the fewest variables (18). CONCLUSIONS: The hybrid model had similar predictability as other models with fewer and more clinically relevant variables. Machine-learning algorithms can identify important novel characteristics, which enhance clinical prediction models.",Ensemble learner,Random Forest,Adverse Event Prediction,General Surgery,Surgical site infection,16842,0.049315068,0.471843464,0.671,0.9594,0.7811,0.83852,0.61611,0.7868,0.6809,0.8684,0.7082,Internal,No,High,Yes,USA,NSQIP,0.29009805,-0.937613289,0,Retrospective review,https://dx.doi.org/10.1016/j.amjsurg.2018.07.041,Paywall
99,"Tomlinson, 2017","OBJECTIVE: Epilepsy is a disorder of aberrant cortical networks. Researchers have proposed that characterizing presurgical network connectivity may improve the surgical management of intractable seizures, but few studies have rigorously examined the relationship between network activity and surgical outcome. In this study, we assessed whether local and global measures of network activity differentiated patients with favorable (seizure-free) versus unfavorable (seizure-persistent) surgical outcomes. METHODS: Seventeen pediatric intracranial electroencephalography (IEEG) patients were retrospectively examined. For each patient, 1,200 random interictal epochs of 1-s duration were analyzed. Functional connectivity networks were constructed using an amplitude-based correlation technique (Spearman correlation). Global network synchrony was computed as the average pairwise connectivity strength. Local signal heterogeneity was defined for each channel as the variability of EEG amplitude (root mean square) and absolute delta power (muV<sup>2</sup> /Hz) across epochs. A support vector machine learning algorithm used global and local measures to classify patients by surgical outcome. Classification was assessed using the Leave-One-Out (LOO) permutation test. RESULTS: Global synchrony was increased in the seizure-persistent group compared to seizure-free patients (Student's t-test, p = 0.006). Seizure-onset zone (SOZ) electrodes exhibited increased signal heterogeneity compared to non-SOZ electrodes, primarily in seizure-persistent patients. Global synchrony and local heterogeneity measures were used to accurately classify 16 (94.1%) of 17 patients by surgical outcome (LOO test, iterations = 10,000, p < 0.001). SIGNIFICANCE: Measures of global network synchrony and local signal heterogeneity represent promising biomarkers for assessing patient candidacy in pediatric epilepsy surgery.",SVM,SVM,Surgical Outcome Prediction,Neurosurgery,Epilepsy resolution,17,9.88,0.3529,0.92483,0.941,1,0.875,0.91366,1,0.9242,0.98137,0.95479,Cross-validation,No,Low,Yes,USA,Hospital,-0.219055983,0.556370343,0,Retrospective review,https://dx.doi.org/10.1111/epi.13657,Paywall
100,"Norman, 2017: Naive Bayes","Conference Title: 2017 IEEE EMBS International Conference on Biomedical & Health Informatics (BHI) Conference Start Date: 2017, Feb. 16 Conference End Date: 2017, Feb. 19 Conference Location: Orland, FL, USA Objective: The goal of this project was development of a software tool to detect documentation of Pediatric Appendicitis Score (PAS) within electronic emergency department (ED) notes. The overarching purpose was assessment of diagnostic imaging practices when PAS falls outside of a certain range, since minimizing patients' radiation exposure is desired. Methods: 15074 ED notes were collected from visits between July 2011–Aug. 2016. Notes were labeled as having PAS documented (PAS+) or not (PAS-). 12562 semistructured notes were split into 60% training, 20% validation, and 20% testing. An automated procedure was developed to label data, preprocess notes, extract features, construct three classification models, and compare the models. The selected model was also evaluated on a second testing set of 2512 hand-labeled (BN) unstructured notes using F1-score. Results: The Logistic Regression (LR) model was selected for best F1-score on the validation set (0.9874). This model's F1-score on the human-labeled testing set of unstructured data (0.8391) outperformed the previous method (0.3435). Discussion: The selected LR model demonstrated an improvement upon the previous method when evaluated on manually labeled unstructured data (no overlap in 95% CI). Conclusion: While the LR classifier was trained and selected in an automated way, it still performed well compared to human performance. This tool can be used to expedite manual chart review for identification of PAS within ED notes.",SVM,"Naive Bayes, Support Vector Machine, and Logistic Regression",Diagnosis,General Surgery,Appendicitis,23944.3,6.397269406,0.294640619,0.95983,0.93517,0.9629,0.99589,0.9119,0.9497,0.9133,0.97315,0.9366,Internal,Yes,High,No,USA,Hospital,0.505026115,0.027094658,0,Retrospective review,https://doi.org/10.1109/BHI.2017.7897310,Paywall
